,article,date,comments
882,고민과 걱정 넘칠 때 읽을 책 추천 부탁드려요ㅠㅠ,21/03/09 19:21,"['삶이 괴롭냐고 심리학이 물었다', '감사합니다', ""진짜 진부한 대답이지만... 개인적으로는 '미움받을 용기'가 좋았었어..."", '라틴어 수업이요']"
883,우울해... 따듯한 물에 몸 푹 담그고 멍하니 앉아 있기만 하루종일 하고 싶다...,21/03/09 14:11,[]
884,밤마다 눈물이 나는데 이유도 잘 모르겠어내가 통제할 수 없는 것들이 너무 싫고 무서워예전부터 그랬는데 나는 그때 울었던 내가 후회스러워그때가 좋은 걸 모르고 왜 울기만 해 미래에서 오늘을 바라봐도 그렇겠지,21/03/09 01:32,[]
885,"우울증 약 부작용 너무 심한데..불면증,피로,성욕 감퇴,집중 안됨,몽롱 먹지말까 ㅠㅠ",21/03/08 03:27,"['의사한테 얘기해서 약 바꿔달라구 해야지 뭐....나두 발작하고 속메스껍고 해서 약 네번 바꿈 아직도 맞는약 찾는 중 원래 약 찾는게 오래 걸린댔어', '난 안 맞는 거 경험한 것만 해도 어느정도 성공으로 보는 게, 대안으로 눈 돌리면 되니까! 잠을 잘 자는 것만 해도 우울이 덜해지고. 집중이 되더라도 약에 의존하지 않고 했다는 자신감? 생겨서 충분히 자정작용이 된다고 봐']"
886,언제쯤 죽나...,21/03/08 00:44,[]
887,"나 죽으려고 유서까지 썼었어매일매일 후회로 하루를 보냈고, 미래가 너무 막막하고 두렵기만 해서 더 이상 살고 싶지 않았어걷다가도 눈물이 났고, 밥먹다가도 눈물이 났고, 자다가도 눈물이 났어심지어는 조금이라도 기분이 좋아지면, 내가 지금 기분이 좋아도 되는거냐? 행복해도 되는거냐? 이러면서 다시 우울해졌어맨날 집에만 있으면서 하루하루 그냥 누워서 연명하고 있으니 삶이 무기력해져도 너무 무기력해졌었어어떤 방법으로 죽을지도 찾고 있었고, 난 영원히 이 우울에서 빠져 나올 수 없을거라고 생각했어그렇게 우울하게 하루하루를 보내다가 책장에서 우연히 내가 어렸을 때 친구들, 가족들이랑 찍었던 웃고있는 사진들을 봤어갑자기 진짜 눈물이 쏟아지더라...그렇게 꿈 많고, 사랑받고, 행복했던 내가.. 지금 죽으려고 유서쓰고 어떻게 죽을지 고민하고 있다는게..그냥 내 자신이 너무 불쌍하게 느껴지고, 미안하더라..진짜 이 우울의 굴레에서 벗어나야겠다고 다짐했고, 일단 내 방부터 벗어나야겠다고 생각했어무작정 비행기표를 끊고 친구 한명 데리고 국내여행을 떠났어너무 예쁘더라.. 여유로운 자연과 그 속에서 열심히 살아가는 식물들, 동물들..탁 트인 하늘이랑 바다를 보면서 가슴이 좀 편안해진 느낌이 들었어그리고 여행하면서 이런저런 사람들을 만나 이야기도 듣고 그 사람들이 살아가는 모습을 보니, 삶에 의욕이 생기더라난 그동안 너무 방안에 박혀서 미래만 계속 생각하다보니 생각이 꼬리에 꼬리를 물고, 불안과 걱정.. 그리고 과거에 내가 한 선택들을 후회한다고 시간을 다 보냈더라그냥 하루하루 주어진 시간을 최대한 행복하고 재밌고 알차게 보내는게 최고더라 진짜..어차피 내 힘으로 과거를 바꿀수도 미래를 예측할수도 없으니 그냥 현재를 즐기는게 최고더라그리고 너무 나 스스로 강박(?)이 이었던거 같아.. 넌 대단한 사람이 돼야해. 반드시 멋진 사람이 돼야해. 그거 때문에 더 우울했던거 같아대단한 사람이 안돼도 좋아.. 그냥 날 사랑해주는 사람들이랑 시간을 보내고, 소소한 행복을 찾아가면서 살아가는 것도  좋은 인생인거같아우울할땐, 무기력한 탓도 있잖아. 그럴땐 작은 목표를 세워조는 것도 좋은거 같아.. 난 적어도 5개 이상의 국가를 여행해보는게 목표야! 근데 그 나라 갈때마다 그 나라의 언어를 공부해서 직접 현지인들이랑 얘기하고 싶어. 요즘도 나중에 여행갈 생각하면 엄청 설레><그렇게 생각을 고쳐먹고 살아가다보니, 난 지금 우울에서 거의 벗어났고 하루하루 재밌고 행복해우울이 감기와 같아서 언제 다시 찾아올진 모르겠지만, 난 그때가 되도 스스로를 안아줄거야모두가 우울에서 벗어나서 다시 행복을 찾았으면 좋겠어",21/03/07 18:42,"['행복하자', '너도 앞으로 행복만 가득하길 바라', '나도.. 근데 난 밖에 나갓다와도 우울하더라.. 가망없는거겟지', '무슨소리야.. 전혀 아니야. 난 여행간거 보다는 여행에서 마음가짐이 바껴서 우울에서 벗어난거 같애. 생각이 많아 질수록 더 우울해져. 너의 우울의 원인이 뭔진 모르겠지만 나 같은 경우는 정말 생각만 조금 바꾸니까 사람이 바뀌더라. 그리고 하루하루 알차게 살아봐. 뭐 집안일도 하고 밖에서 열심히 운동하고 그런거! 진짜 몸을 바쁘게 해야 마음도 슬플틈이 없어. 가만히 있을수록 무기력해지고 무기력해지니까 살아봤자 무슨 의미가 있을까 싶어서 우울해지더라. 고민있으면 쪽지해. 나도 영원히 못 벗어날줄 알고 죽을 각오 했었는데 지금은 많이 괜찮아졌거든. 니 마음 이해가서 더 맘이 아프다. 힘들면 쪽지해', '헉 쓰니님 글 보니까 너무 울컥한다,,!! 좋은 글 고마워!! 나도 우울할때 많았지만 쓰니님처럼 생각 고치구 있어ㅎㅎ 그리고 요즘엔 행복한거같아,,!! 글 고마워!!😊', '우울은 정말 생각의 한끗 차이인 것 같아 ㅎㅎ 항상 행복한 생각만 가득하길바래❤️', '웅응! 쓰니님도 행복하길😊']"
888,"서울시정신건강센터 전화했는데 하고 나서 뭔가 더 기분 나빠지네... 물론 열심히 해주셨겠지만, 그분도 힘드시겠지만 유선 상담의 한계인지 뭔지 그분은 내 얘기를 들어도 원인을 잘 모르겠다고... 그냥 순간적으로 감정이 주체가 안되서 털어놓고싶어서 전화한건데 후회중.이제껏 느낀 바로는 심리상담보단 병원에서 직관적으로 내 상태도 더 잘 파악해주고 편한듯...물론 병원 중에서도 잘 맞는 곳이 있고.내가 예민한지 모르겠는데 학교상담센터에서도 비슷했음 상담사분들 개 이해안된다는 표정하고 계셨음. 계속 얘기해봐라,하는 느낌.",21/03/06 12:51,"['그리고 나 괜찮은것 같다길래 그냥.. 예.. 하고 .. 그분도 힘드시겠지', '삭제된 댓글입니다.', '나랑 비슷한 걸 느꼈나보네... 상담사들도 사람인지라.. 큰 기대를 안하게 됨. 힘내쟈']"
889,자살사고 심해지는디이 고비 넘기면 괜찮아지겠지? 여태까지 버틴거 아까우니까 좀만 더 참자,21/03/06 11:49,['나 진짜 한계 도달해서 자살시도했다가 그냥 포기하고 계속 참고서 힘내서 사는 중이야']
890,아 좀 밝은가 싶다가도 우울해짐 걍 내가 나태해서 그런가,21/03/06 01:24,"['나 한창 우울할 시기에는 걷다가도 울고.. 웃다가도 “내가 지금 행복해도 되나?”하면서 다시 울었어 .. 근데 지금 한 한달?동안 회복기 거쳐서 지금은 매일 웃고 살아.. 우울증이 감기 같아서 언제 다시 올진 모르지만 ㅋㅋㅋㅋ 너가 나태해서라기 보단 시국이 우릴 우울하게 만드는듯 ; 맨날 집에만 박혀있게 하니까 무기력해지고 나태해지고 왜 사나 싶었음..', '우울증이 감기라면 너는 평생 걸리지 않았으면 좋겠다! 댓글 정말 고마워...', '나도...']"
891,우울증약 먹고 있어서 술 마시면 안되는데...세상이... 인생이 술을 부른다...피휴...,21/03/05 12:14,"['난 그냥 먹어..', '술 마시면 기분 좋아져서 계속 마시고 싶어']"
892,다들 자해 뭘로해? 영화에 커터칼 나오고 자해 흉터 겁나 두껍고 큰거 보면 어이가 없어서 ㅋㅋㅋ,21/03/05 01:18,"['난 식칼이나 커터칼!', '식칼은 너무 둔하고 커터칼은 너무얇아서 깊게는 안되지 않아? 난 그러던데 ㅜ 흑', '와 진짜ㅋㅋㅋㅋㅋ 맞아맞아 ㅠㅠ 근데 난 커터칼은 깊게는 못하겠더라 아플 것 같아..']"
893,다음날 그냥 죽어있었으면 좋겠다,21/03/04 23:30,[]
894,불안해서 죽을 것 같아.. 내가 잘못한 게 생각나... 긴장돼서 차라리 죽고 싶어..,21/03/03 02:05,[]
895,희망찬 미래는 개뿔희망찬 미래 생각하면 뭐해 삽시간에 우울함으로 덮이는데그냥 눈 감으면 내일이 없었으면 좋겠다너무 힘들어근데 이 힘든 것도 내가 그냥 게을러서 모자라서 그런 거 같아 꾀병인 거 같고,21/03/02 23:41,['ㅠㅠㅠㅠ 나도 힘들다']
896,아 죽고 싶다 세상 모든 게 불안해서 못 참겠다,21/03/01 23:29,[]
897,마음에 칼이 5개 꽂힌 기분이다,21/03/01 22:29,['하나는 내가 가져갈게']
898,우리 엄마 암인데......미칠거같아너무 힘들어,21/03/01 10:06,"['우리 어머니도 암 두 번 걸리셨는데 쾌차하셨어...! 분명 글쓴이 어머니도 나으실 거야', '나는 엄마가 암에 걸려보지 않아서 정확하게 느끼긴 힘들 것 같아.. 그래도 나중에 쾌차하시든 돌아가시든 지금 당장에 후회가 없게 슬픔보다 할 수 있는 것들을 하는 게 좋을 거라고 생각해! 나는 그냥 사이가 안 좋은 건데도, 괜히 감정의 골만 깊어지고 나면, 항상 후회가 너무 많아. 그렇게 보낸 시간 하나하나가 너무 아깝고']"
899,자해 흉터 팔뚝 좀 윗부분에 있는데 여름 되고 반팔 입으면 너무 잘 보일 것 같은데 어떻게 가려야 할까?? 파스는 관절 부분이 아니라서 너무 티날 것 같고..컨실러도 시도해봤는데 완벽히 가려지진 않더라구,21/02/28 23:16,"['난 나중에 타투하려고..!밴드 그런거 붙혀봐', '일단 흉터연고 꾸준히 발라봐ㅠㅠㅠ 그리고 착색 안되게 종종 선크림도 발라주고 나도 그래서 옅어졌어', '나는 팔찌랑 애플워치.. 근데 사실나도 걱정이야... 범위가 넓어져서..']"
900,눈썹칼로 처음으로 자해했는데 아프진 않은데 피가 많이 나네,21/02/28 22:33,"['눈썹칼이 은근 깊게 베이더라구요', '마쟈 내 비밀 무기여 ㅎㅎ']"
901,죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다죽고싶다,21/02/28 02:30,[]
902,혹시 발모벽 심하신분 있을까요저는 10년 정도 됐는데 요즘 너무 심해져서...,21/02/27 23:44,"['전 턱수염 뽑아요.', '어! 저도 턱은 거의 뽑는데ㅎㅎ', '돼지털, 나아가서 너무 심하면 치료 받아봐야 될 것 같고... 일단 이게 은근 저한테는 집중과 시간이 들어가서... 잘 안해요. 근데 주변에서 눈썹, 콧털, 턱털 등 전부 다 뽑아서 해결하는 사람도 보긴 했어요.']"
903,미래에 대한 불확실함이 나를 미치게 만든다,21/02/27 00:23,"['당장의 구체적인 것을 찾는 것이 중요하다. 인생사 새옹지마. 하다보면 에너지를 얻어, 불확실한 미래를 감내할 힘 또한 생긴다.', '나의 미래가 불확실한 것을 느꼈다는 것만으로도 내 인생 100% 중 일부분은 해결되어 있는 상태.']"
904,개강 다가올수록 두렵기만 하다그리고 엄마랑 아빠랑 다시 합쳐서 살게 되니까 더더 힘들다,21/02/26 01:27,"['진짜 부모님끼리 갈등이 있으면 그렇게 불편하더라고... 내 얘기를 듣는 것도 아니고, 자연스럽게 나에 대한 배려나 이해도 적어질 수 밖에 없어서. 악순환으로 모든 관계가 점점 나빠지고 그럼 더 힘들어지고..']"
905,"예전에는 자해가 내 숨통이 되었던 것 같은데 지금 나를 돌아보면 나한테 남은 흉터들은 나를 옥죄는 것 같아 내가 가장 힘들었던 시기, 나에게 상처를 안 입힌 날을 찾는 게 더 빨랐던 그때는 상처를 내면서 막혀있던 숨을 내쉬는 느낌인데 지금은 그때의 내가 너무 후회가 된다 손목 팔뚝 어깨 허벅지 온몸에 있는 흉터들이 너무 슬프게 다가오네 내가 건강하지 않았던 사람이었다는 걸 방증하는 것 같아 분명히 예전보다 심리적으로 안정되었지만 결국 나는 내가 정말 되고 싶었던 사람이 되지는 못할 것 같다",21/02/25 14:31,[]
906,어쩌다 보니 새벽에 울고 있다인생이 왜 이럴까나는 멀어지는 모든 것들을 추하게 붙잡으려 하고 있어,21/02/25 00:37,"['괜찮아', '아니야 그냥 아무 말도 하지마. 도움 되는 말이라고는 아무 것도 없으니까', 'ㅠㅠ그래도 익1아 신경써서 댓글 달아줘서 난 고마웠어', '나랑 너무 심정이 똑같아서 겨우겨우 답글 달아봤어']"
907,바른길로 바른길로 정진하다가도문득문득 너무 외로워져아무라도 잠시 손잡아줬으면,21/02/24 23:45,[]
908,"나 밥 먹는게 1시간 걸려,,소화불량 있긴한데다른 사람들한테 피해주는거같아서같이 밥먹기가 너무 꺼려진다,,나처럼 밥 천천히 느리게 먹는 사람 있어,,?",21/02/24 23:32,"['나는 친구가 나에비해서 엄청 늦게먹었는데 같이 얘기할 시간도 많아서 좋았어! 너무 걱정하지마 너의 단점도 이해해주는 사람이 친구아닐까?', '헉 정말 고마워,,!! 나도 익1님처럼 좋은 친구 있음 좋겠다!!', '많은 경험?시야? 가 이래서 중요한 것 같아. 나는 반대로 100명이 있는 식당에서도 가장 늦게 들어와서 가장 빨리 나가는 사람을 봤거든. 그런데 본인을 잘 알고 거기에 맞춰서 잘 지내더라고.', 'ㅎㅎㅜㅜ맞아,, 참 다양한 사람들이 있구나,,', '그리고 나는 좀 느린 편인데, 다행히 엄마가 똑같아서 주로 엄마랑ㅎ', '헐 나랑 똑같아,,!! 나도 엄마랑 똑같아서 맨날 같이 먹어ㅋㅋ', 'ㅋㅋㅋㅋㅋ엄마에 비하면 난 약과라, 비유하자면 마치 쇼핑을 하는듯한 식사야', 'ㅋㅋㅋㅋㄱ익3님 말 재밌게 한닼ㅋㅋ 익3님이랑 친해지고싶은데ㅜ 혹시 쪽찌해도 돼,,?']"
909,"홍보는 아니고, 도서관에서라도 보길.김경일 교수님이나 윤홍균 교수님 책. 뭐 꼽으라면 <지혜의 심리학> <자존감 수업>꼭 우울증 아니어도, 무기력증 극복에도!킹정 받았으면 좋겠다. 힘든 학우들 모두에게.그리고 미래에 다시 힘들어질 수 있는 나에게도.",21/02/24 04:55,[]
910,수면유도제 과다복용으로 자해해본 적 있다 사람들이 왜 약물 자살시도 후 실패하면 끔찍하는지 이유를 알 것 같다,21/02/21 00:39,"['ㅠ', '맞아 시도했다가 못 죽는 것도 너무 무서워']"
911,제일 서러운 점은 누구에게도 들키지 않고 울어야 한다는거야 나혼자 방구석에서 소리내지 못한채 조용히,21/02/20 23:26,[]
912,또 이 게시판에 돌아왔어 여전히 죽고싶고 내가 싫다 다 싫은데 내가 제일 싫어 세상에서 싹 도려내고 싶고 아무도 날 몰랐으면 좋겠어 그럼 바로 죽을 텐데,21/02/18 21:35,"['그르지마....그르지마 제발....', '누구 걱정 시키기 싫어서 여기 썼는데 신경쓰게 해서 미안해... 우리 씩씩든든하게 잘 살자', 'ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ']"
913,자취방 방 빼고 본가 들어가기로 했는데짐 다 싸놓고 약 먹고 죽으면 너무 민폐일까? 유서 쓰기도 귀찮다,21/02/18 20:32,"['나쁜 생각 말고 조심히 집으로 돌아가요. 멀리서나마 응원합니다... 꼭 집으로 돌아가요', '집가자 집가야지', '당신의 내일을 응원해요', '다들 고맙다... 너희들 잘 살아라']"
914,마음이 정말 아프다는 느낌 오랜만에 겪었다고등학생 때 이후로 처음으로 좋아하게 된 사람이었는데짧게 사귀고 차여 버렸네 앞으로도 아무도 나를 깊이 사랑해주지 않을 것 같아역시 나는 평생 우울하고 혼자인 게 어울리는 인간인걸까더는 상처받을 걸 알면서 마음을 나누고 싶지 않아약을 아무리 먹어도 나는 낫지를 않네,21/02/12 22:04,[]
915,약국에서 처방전없이 먹던약 들고가면 조제안해주나 급한데,21/02/10 19:18,[]
916,열등감 덩어리.실패한 인생인것 같은 느낌이 계속 든다.왜 항상 애매할까? 합격할 자신이 없다. 점점 우울하고 무기력해진다.무섭다.,21/02/01 18:11,[]
917,매일같이 우는데 울어도 울어도 스트레스가 해소되지 않고 계속 슬프고 짜증나 병원가보는 게 좋을까?,21/01/31 16:04,['난 미친듯이 운동을 하니까 좀 나아지긴 하더라..']
918,"안녕하세요,저랑 동거중인 여자친구가 우울증이 있는데요즘 3일째 아무것도 안하고 커튼치고 누워만 있어요 .. 옆에서 뭐라도 기운내게 해주고싶어서 어제는 꽃이랑 좋아하는 음식도 사다주고 했는데 오늘 또 기운없이 누워있어요. 혹시 제가 옆에서 특별히 해줄 수 있는게 있을까요..? 아니면 가만히 옆에서 같이 누워있어주는게 도움될까요..? 조언 부탁드립니다",21/01/30 22:05,"['개인적으로 아무 의욕이 없는 상태에서 가족이나 친구들이 뭐라도 하자고 하면 오히려 더 혼자 있고 싶고 그렇더라고요... 여자친구분이 저와 똑같지는 않겠지만... 혼자가 아니라는걸 계속 상기시켜주세요 :)', '조언 정말 감사합니다 :)', '삭제된 댓글입니다.', '조언 감사드립니다🙂']"
919,인생 진짜 헛산 것같네내 나름대로 친구들한테 도움이 되는 좋은 사람이고 싶어서힘들다는 이야기 할 때 최선을 다해서 위로해주고 나는 너 편이다라는 티를 많이 내줬는데막상 내가 힘든 처지가 되니까 그런 사람이 단 한 명도 없네..내 딴에 제일 친하다고 생각한 애들한테도 생각해 보니까 제대로 된 위로를 받은 적도 없고...그냥 난 다른 모든 사람들한테 지들이 필요할 때 잠깐 쓰다 버리는 존재인 것 같네,21/01/30 02:07,[]
920,외롭다 친구들과 헤어질때 꽉 안는걸로는 채워지지 않아 진짜 너무 외롭다,21/01/28 00:21,[]
921,도루코 면도날 엄청 잘들어서 놀랐네,21/01/27 23:20,[]
922,"정신과3년 정도 정신과에 다녔고, 약 끊은지는 1년 정도 되어 갑니다. 처음 병원을 찾을 때 정보가 없어 에타를 뒤적이던 게 생각나서 적어봅니다. 병원명을 정확히 언급할 수는 없지만, 학교 근처 정신과는 추천하지 않습니다. 학교 근처 정신과를 다녀보았으나 두 군데에서 다음과 같은 일들을 겪었습니다. 오진(양극성 장애가 아니나 양극성 장애로 진단), 약물 과다 처방 등.제가 추천하는 병원은 아래에 링크로 걸어두겠습니다. https://salimhealthcoop.or.kr/medicaltreatment이 병원은 환자가 많아 진료를 보는 데 1달~2달 정도 걸립니다. 공황, 불안 등 신체화 증상이 심각하신 분들께서는 여기 예약을 잡아두고 진료를 보기 전까지 다른 병원에서 신체화 증상을 잠재울 수 있는 약만 처방받아서 드시는 방법도 있습니다. 공덕에 있는 '연세진정신과의원'과 성북구의 고대 안암병원도 좋습니다.정신과 질환은 현상학적으로 진단을 내리기에, 한 번 오진을 겪을 시 다른 병원에서 진단을 잘 수정해주려 하지 않습니다. 실제로 진단하기 매우 어렵기도 하고요. 따라서 혹 현재 정신과를 다니고 있지만 차도가 없다, 내지는 다른 병원에 방문하여 진단을 재확인해보고 싶다 하시는 분들은 새로운 병원에 가셔서 상황을 잘 설명하셔야 합니다. 설명이 어려운 경우, 이전에 진료받은 사실을 숨기고 진료 받는 방법도 있습니다. 진단을 받고 나서, 의사에게 사실 이전에도 정신과에 다녔다고 말씀하시면 되니까요. 퀴어 프랜들리 정신과를 찾으시면 아래의 링크를 참고하세요. https://www.google.com/maps/d/u/0/viewer?hl=ko&ll=36.413066699999995%2C128.15881979999995&z=8&mid=11I7Dh62iT9O9Z5oYm_R_xnTgEhaPcV7k",21/01/27 15:58,"['감사합니다', '진짜 학교 근처 정신과 거기 문제가 많은것 같아요..저도 조울증으로 잘못 진단받았어요...', '추천 감사드립니다.. 퀴어프렌들리 정리까지 감사해요']"
923,병원 다니기 전 꼭 확인해봐야할 일이 있어요 여러분 실비보험 들었는지 안들었는지 확인하시고 안들었는데 들 예정이라면 꼭 병원 다니기전에 가입하세오..단발성이면 괜찮은데 보통 정신과약은 장기적으로 복용하게 되거든요저 그냥 다녔다가 약 끊은 뒤로부터 5년 후에 가입하라는 말 듣고 눈물 두방울 흘림,21/01/27 13:14,[]
924,"사람들에게 어떻게 소개해야할 지 모르겠다. 대학을 다니지 않는다고 해야되나. 계속 학생회 병크 터지는 거 올라오면 여기는 대학이라고 보기 어렵다. 그들의 의식 수준은 절대로 바뀌지도 않을 것이다. 그들만의 미개한 관습은 전통으로 반복될 것이다. 투표를 하든 하지 않든 최악과 차악의 싸움이며 누굴 뽑든 다 감투만을 쓴 채 장학금만 빨아먹고 책임은 지지 않는다. 그렇게 해서 고등학교보다도 못한 수준을 여실히 보여준다. 그들이 보여주는 것은  친목질, 횡령과 범죄 등의 병크들이다. 이로써 전체적인 학교의 이미지는 구데기가 되어버린다.  이런 꼬라지를 보면 과연 난 '대학'에 다니는지 의문이 든다.",21/01/27 10:49,[]
925,갑자기 내가 했던 모든 일들이 충동적으로 저지른 일 같고 들킬까봐 무서워 순식간에 불안이 타고 올라와막 울고 싶고 내 행동 내 감정을 검열하게 되는 게 무서워,21/01/26 12:30,"['삭제된 댓글입니다.', '고마워... 새벽에 갑자기 너무 불안해져서 덜덜 떨면서 쓴 것 같아 지금은 좀 진정됐고... 다정함을 나눠줘서 고마워 이렇게 시간과 정성 들이는 게 쉬운 일이 아닐텐데.. 나도 좀 더 가볍고 나은 사람이 되어볼게 너도 잘 지내']"
926,"내 생각인데솔직히 한 사람이 깊이 우울할 정도까지의 문제의 원인은주변인 아무도 도와줄 수가 없다는 것이야그러니까 내가 그동안 좀 간접적으로나마 주변에 도움을 많이 요청해본것 같은데깨달은건 난 정말 외톨이라는 사실이야내 문제에 관여할수록 소중한 사람은 나를 떠나게 되더라구그래서 더 자책의 수렁에 빠지고... 그러니까 언젠간 그렇게 생각해본 적도 있었지내가 이만큼 온정을 베풀었는데 주변인 아무도 이만큼도 못해?! 싶은 말도 안되는 분노가 생길 때도 있었어. 하지만 내쪽에서 온정을 베푼것도 내 사리에 의해서였을 뿐 그리 대단한건 아니였을지도 모른다는 생각이 드네.솔직히 정말, 내 문제의 원인이 돈이자 내 가정환경이었다한다면 내가 이악물고 이겨내지 않는 이상 희망이 없는거잖아.그러니까 약한 소리할 때가 아닌데...이번엔 정말 끝까지 우울증약 받아야지경미한 수면제도 쓰고있는데 좋은것같아",21/01/26 08:26,"['삭제된 댓글입니다.', '정말 고마워... 댓쓴이는 정말 좋은 사람이구나.. 덕분에 살아갈 힘을 더 얻은 것 같아. 어디서 어떻게 살지는 몰라도 댓쓴이 정말 고마워 !!']"
927,"새벽에 전화벨이 울렸다자냐고, Y가 물었다아니, 전화 받고 있어내 대답에 그는 쿡쿡 웃더니그냥 나한테 전화하고 싶었다고 했다무슨 일 있냐고 묻자그냥, 그냥만 되풀이하다가그냥ㆍㆍㆍㆍㆍㆍ살고 싶지 않아ㆍㆍㆍㆍㆍㆍ라고 했다그리고 그는 울고나는 울음소리를 들었다울다가 그는툭,전화를 끊었다-황인숙, '그 젊었던 날의 여름밤'",21/01/26 00:14,[]
928,"있잖아요즘 들어서 살기가 싫어졸업이 다가오면 다가올수록 조금씩 나를 압박해오는 부모님진로로 고민하는 하루하루너무 버거워어렸을 때 해맑게 웃던 그 때가 너무 그리운거 있지요즘 옛날 애니매이션을 막 보거든, 어렸을때 학교갔다와서 간식 하나 집어든 다음에 티비를 켜서 보던 그것들아무생각없이 봤던 그 애니들이, 지금은 너무 슬픈거있지어렸을때 짱구는 못말려 어른제국 극장판을 볼 때, 추억이 뭐기에 저렇게 목을 매나 싶었는데내가 이걸 이렇게 공감하게 될 줄 몰랐어영원히 어린아이로 남고싶다",21/01/25 02:06,"['괜찮아', '삭제된 댓글입니다.', '고마워 익명아']"
929,원래 죽지못해 사는인생이긴 했는데 오늘은 왜이리 자살하고싶지ㅋㅋㅋㅋㅋ 난 행복할수있을까?,21/01/25 01:21,[]
930,1시간쯤은 그냥 펑펑울자,21/01/24 18:27,[]
931,"우울증은 스며들어서 나를 좀 먹는것 같아내가 처음 우울증일까 생각한건 초등학교 5학년 초쯤에가정사에 대한 좀 충격적인 얘기를 듣고 첫 자해를 했어정신 차리고 보니 나있는 내 손 위에 혼자 몇 십번 긁어서 피가 나는 상처 보고 아 내가 정신적으로 문제가 있는걸까 라는 생각을 했어하지만 그냥 넘겼지! 난 누구의 부모님이 그렇던 문제 없는 딸이어야만 했으니까그 후에 느낀건 내가 고등학교 때 따돌림을 좀 길게 당할때 샤워하고 나서 내 몸에 흐르는 피딱지 볼 때 마다였어. 경미한 아토피 때문에 생긴 피딱지를 난 계속 뜯었던 것 같아. 그땐 아토피 때문이겠지. 라고 넘겼는데 지금 생각해 보니 말이 내 살이 닿는 느낌 때문에 더 간지러운 그런 느낌ㅇ었던 것 같아하지만 난 정말 낙천적이었고 이런거 못느꼇어. 항상 이유를 생각해서 이런거겠구나 싶었지대학교 올라와서도 과대에 온갖 대표 맡아서 일 진행하고 좋은 인간관계 만들으려하고 무언갈 성취하고 이렇게 살았는데,항상 폭식과 폭음과 그걸 비우기 위한 오바이트를 달고 살았고 인간관계에 목말라 했고, 목마름을 채우는 갈증이 또 다른 갈증을 불러 일으키는 관계였다고 해도 계속 이어 나갔어. 버림 받는게 싫기도 했고 누군가가 나를 싫어 한다는 생각은 한번도 빠짐 없이 내 악몽에 출현해서 나를 괴롭혔어. 난 그게 그냥 내가 스트레스 받아서, 내가 나를 사랑하지 않아서, 사람들이 나를 좋아하지 않아서 나를 싫어해서 라는 이유로 나이 26살 먹으면서 계속 그렇게 생각하고 있었어근데 요즘 바닥을 치고 다시 깨닫는건 내가 슬퍼서 그랬구나 라는걸 너무 깨닫고 있어. 근 15년 동안 슬픈건 어떻게 해결하면 좋을까? 우울에서 몸부림 치는게 삶이 주는 고통이라 생각하지만 좀 좆같앸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하... 힘내자 화이링~~|||||",21/01/22 00:48,"['삭제된 댓글입니다.', '친구야 너무 고마워. 이런말 처음 들어보는것 같아. 친구도 뭔가 우울증에 대한게 있어서 게시판 들어온것 일텐데 뭔지 몰라도 화이팅했으면 좋겠어!!!! 너무너무 고마워ㅠ']"
